metabolite,super_pathway,sub_pathway,rho_gnn,rho_kernel_mkl,rho_lasso,rho_mirth,rho_ridge,rho_unigraph,rho_unitedmet,rho_xgboost,train_r2_gnn,obs_rate_gnn,coef_var_gnn,max_gene_corr_gnn,network_mapped_gnn,posterior_var_unigraph,obs_rate,coef_var,max_gene_corr,network_mapped
X - 13557,,,-0.04563732196352034,-0.044130865660671294,-0.04971587913049305,-0.04199653731624096,-0.048695762151608826,-0.05834126467543051,-0.0551672694725021,-0.04107494714840979,0.37500012329031535,0.12172774869109948,0.27783152620873297,0.3665866119214458,0.0,75.28405968586387,0.1217342732770908,0.28157058728116197,0.4043044118051431,0.0
X - 13558,,,-0.11747256032270406,-0.11924337400097763,-0.13332442402318143,-0.1222030205182696,-0.1350069980308415,-0.12223120222785366,-0.11625791305113259,-0.14741397012592183,0.37500012329031535,0.041884816753926704,0.09423131220133009,0.4753308372116223,0.0,74.19693507853407,0.04188784878719006,0.09207891416704049,0.49322598438350873,0.0
X - 13560,,,-0.035165018928698166,-0.05093510110144955,-0.02753866495280517,-0.05256777180487061,-0.0414470510076279,-0.03911273202022397,-0.039555904191861106,-0.04504605750789372,0.37500012329031535,0.12172774869109948,0.29148782463749323,0.3685298854877589,0.0,70.22279999999998,0.1217342732770908,0.29708346825811693,0.40519131072346976,0.0
X - 13621,,,0.016584468381732494,0.034228413692447744,0.03820827490547816,0.030603924203309478,0.02250454903402144,0.02425131022261506,0.04067066403085476,0.03339939875730365,0.37500012329031535,0.07984293193717278,0.06094551962716911,0.43880364283453366,0.0,75.11109633507849,0.07984642448990074,0.06139543929416321,0.48238187598222804,0.0
X - 13671,,,0.0183360933507278,0.03935368256719235,0.031627115550621115,0.03939487594698078,0.03210341308787581,0.022709688306933963,0.02769324019967048,0.0208798962133589,0.37500012329031535,0.07984293193717278,0.06469172235968226,0.438702314669578,0.0,73.70173403141365,0.07984642448990074,0.06685172141171662,0.48215373801017275,0.0
X - 13684,,,0.141557491911938,0.14188908505131415,0.1483284864945949,0.1408828942821571,0.1472654749670245,0.14819354663242837,0.14317627573043668,0.1473887288653711,0.37500012329031535,0.18324607329842932,0.17184229077722457,0.6245963861668455,0.0,73.69361256544506,0.1832479422679353,0.17156361898952918,0.6447532353767161,0.0
X - 13698,,,-0.11279744441884021,-0.13243848082791815,-0.13176918426931378,-0.12896892359720677,-0.13549580430869318,-0.12954604779447912,-0.12219603970145033,-0.14952237492285125,0.37500012329031535,0.041884816753926704,0.08970804092670248,0.4763534195235332,0.0,77.15636858638734,0.04188784878719006,0.08869872564556332,0.490651380121152,0.0
X - 13722,,,0.14096846334709,0.14264023271672016,0.12885236882310344,0.14282934057344968,0.14665764933263073,0.14952911141757022,0.1559482448668781,0.12900648192089592,0.37500012329031535,0.18324607329842932,0.18829964284002204,0.6238144953486027,0.0,60.60821465968587,0.1832479422679353,0.19220775177612784,0.6454963168720051,0.0
X - 13737,,,-0.056073584236322235,-0.04970904037982096,-0.05115352073038751,-0.04387738302069741,-0.044058491297629954,-0.04592017675337703,-0.04872690130334902,-0.034287294580957625,0.37500012329031535,0.12303664921465969,0.15277290547102768,0.7997745017580447,0.0,62.36959790575911,0.12304017874340305,0.15489554412762804,0.8044845978207326,0.0
X - 13743,,,0.02353225115971602,0.031629329933087494,0.03877125598418156,0.02857197165667902,0.0423255744792694,0.014481500539577096,0.012525805299829006,0.03288327166522325,0.37500012329031535,0.07984293193717278,0.08079478555548514,0.43809805756046244,0.0,79.18401884816755,0.07984642448990074,0.08093617854065926,0.48166445914275496,0.0
X - 13859,,,-0.11854941769416594,-0.1253972296252787,-0.14121725485345468,-0.1271601817890481,-0.14337669527754734,-0.12568379029393278,-0.11947606427308562,-0.13871417939339836,0.37500012329031535,0.041884816753926704,0.0866217265434793,0.4771960332136693,0.0,72.7317047120419,0.04188784878719006,0.08732149145881461,0.4941849933354378,0.0
X - 13871,,,-0.027234528520089417,-0.007618861967907826,-0.014499213672320379,-0.0053709382237497215,-0.018128618362228927,-0.022916686932692932,-0.01951471486579847,-0.007591632254729972,0.37500012329031535,0.20287958115183247,0.25593331807283537,0.4905999075511223,0.0,62.99159999999996,0.2028866032333038,0.2575805920786345,0.481318870116439,0.0
X - 13872,,,-0.044719045446923754,-0.046841934228979316,-0.045288766322282334,-0.05085815030664766,-0.056062659068818486,-0.06004375815690793,-0.04303490420580827,-0.04520011783445915,0.37500012329031535,0.12172774869109948,0.30834498910974895,0.3675668531949017,0.0,67.95032041884815,0.1217342732770908,0.31315192216366045,0.4096141126759542,0.0
X - 13975,,,0.01818694494206945,0.02055438199080148,0.01801369340350158,0.02155120605550023,0.028302872860268297,0.036471548138262866,0.03712064980679168,0.014763463880750123,0.37500012329031535,0.07984293193717278,0.09901762445631998,0.43729022775547505,0.0,76.03696230366494,0.07984642448990074,0.10228257922218471,0.48060739258947743,0.0
X - 14057,,,-0.12391922351102246,-0.11065831405482919,-0.1457812668808963,-0.11188584674726526,-0.12426672866421788,-0.1190901565458807,-0.12367552600152394,-0.12852183317945742,0.37500012329031535,0.041884816753926704,0.07829093464571264,0.4762514845064339,0.0,73.13403141361253,0.04188784878719006,0.0773460044091606,0.4927631480364547,0.0
X - 14097,,,0.12994818572817965,0.11973883088965569,0.12463743129762575,0.11943672067936668,0.11253675616125536,0.12643943277365935,0.1273169219224424,0.1282527285678686,0.37500012329031535,0.2630890052356021,0.386135830707084,0.6695236656836645,0.0,60.450152879581154,0.26309436675783604,0.38618780625850385,0.6699388958425178,0.0
X - 14108,,,-0.12885699828674566,-0.13784977528883063,-0.12893900028879465,-0.13669929775985382,-0.1420375378937518,-0.11237067375566145,-0.11196760479543376,-0.13113913816735842,0.37500012329031535,0.041884816753926704,0.0771988584216807,0.47788594476564983,0.0,75.00321151832463,0.04188784878719006,0.07294936714893036,0.4934795305551825,0.0
X - 14121,,,-0.12204848910004104,-0.13690530030482523,-0.12487486075222724,-0.1337703268461776,-0.14209672757261585,-0.1265169501558961,-0.11845447087230206,-0.12659747697806106,0.37500012329031535,0.041884816753926704,0.07620685652251485,0.4780880891180029,0.0,66.72225654450261,0.04188784878719006,0.07316965055080724,0.4927230876276136,0.0
X - 14141,,,0.07189970131987547,0.05725008197407325,0.09039113856131738,0.05716851016141868,0.05274199135232232,0.06957491847380723,0.06566109303796246,0.0880401462275077,0.37500012329031535,0.22513089005235604,0.4001049636987389,0.6093488303337992,0.0,68.43082513088999,0.22513579105512538,0.40439850758131207,0.6341618521656657,0.0
X - 14145,,,-0.12924796637753422,-0.14048995207483236,-0.13987642297689912,-0.1388783030540962,-0.13548138911015065,-0.10972790387446223,-0.10644214779514669,-0.12707616349531972,0.37500012329031535,0.041884816753926704,0.05555411785120796,0.47909318755757646,0.0,67.74523036649214,0.04188784878719006,0.05490984380576802,0.4937496696322989,0.0
X - 14147,,,0.02277481804490615,0.03097963598336629,0.027268286975364774,0.028613443667373808,0.03156954160649531,0.03108968551042159,0.02789086874818131,0.014736348694125411,0.37500012329031535,0.07984293193717278,0.07459548312548417,0.43835201794134093,0.0,75.657154973822,0.07984642448990074,0.0752545084783275,0.4818661644388021,0.0
X - 14192,,,-0.12748930001856532,-0.1401183867063671,-0.12555463200875108,-0.13644278624685988,-0.1387734418762955,-0.11473888390993305,-0.11353835765294676,-0.12071178053475422,0.37500012329031535,0.041884816753926704,0.06586081568063856,0.47990130814033405,0.0,66.37985968586386,0.04188784878719006,0.0670885961484128,0.49359255391942725,0.0
X - 14193,,,0.07668226954930783,0.07872225174724941,0.05633236382824649,0.07880476365224759,0.07583965599497824,0.0812561163446504,0.07858866723929891,0.06106587919307034,0.37500012329031535,0.22513089005235604,0.38272003311867897,0.6083165969370048,0.0,69.2356973821989,0.22513579105512538,0.3861609481746941,0.6311858229644836,0.0
X - 14195,,,-0.12564340739244906,-0.13580016489816904,-0.11814143414816605,-0.13409319367680722,-0.14125489453853798,-0.1087891964289776,-0.10555080375268998,-0.12979692301417503,0.37500012329031535,0.041884816753926704,0.07538819045925751,0.4781934921142709,0.0,73.82412146596857,0.04188784878719006,0.07514275668426118,0.4933770795167742,0.0
X - 14234,,,0.025936642162939855,0.02601416926581447,0.011814302384718662,0.026781210821469104,0.02811072018836805,0.014170785594055829,0.013837822713929193,0.004933996089917088,0.37500012329031535,0.07984293193717278,0.07367163194073763,0.4381882980831833,0.0,78.27287329842929,0.07984642448990074,0.08115466362201607,0.48144889773348726,0.0
X - 14255,,,0.14038234187047377,0.13931464338216384,0.1410067172009742,0.13912817740619035,0.14194715562254673,0.13307608218388603,0.12822249649983267,0.12742229844772812,0.37500012329031535,0.18324607329842932,0.12767955418916727,0.6315408324572449,0.0,69.54708481675395,0.1832479422679353,0.12818759139735023,0.6499283832129746,0.0
X - 14264,,,-0.1258373413264689,-0.12977727050468915,-0.11993095728036653,-0.13301198035891246,-0.14792265190479426,-0.1057767799889272,-0.10506212864171918,-0.13935383562771542,0.37500012329031535,0.041884816753926704,0.03898747068318597,0.47868863600791856,0.0,77.35698534031413,0.04188784878719006,0.037840961973839786,0.4929742496998295,0.0
X - 14272,,,0.09143871554374515,0.1029847765033583,0.0916582362898241,0.10115403603329995,0.08995783349154426,0.09354260223853592,0.10070580689397504,0.1158663842762068,0.37500012329031535,0.3861256544502618,0.582305331353768,0.5863432958435953,0.0,66.38391518324606,0.3861345455012391,0.5826368479596643,0.6205539218708052,0.0
X - 14314,,,0.12679031140721017,0.13613794435036708,0.12119029480487215,0.13694735564752242,0.14054679624459643,0.12097026020288514,0.1327695256922242,0.11769767764005852,0.37500012329031535,0.18324607329842932,0.1623971421729451,0.6228750583321896,0.0,58.567090052356,0.1832479422679353,0.16232789101070533,0.6415638947781054,0.0
X - 14320,,,0.08158396722590153,0.07261481962501783,0.08042764506501211,0.0726781912499002,0.06844266160133054,0.057811480327552754,0.06847672391238462,0.08396078471905763,0.37500012329031535,0.22513089005235604,0.392992759106765,0.6134616130738715,0.0,68.04638010471206,0.22513579105512538,0.3969077398135315,0.6389768275975042,0.0
X - 14331,,,-0.12050285804751246,-0.137592816253768,-0.1289095874594452,-0.1317310908307442,-0.13574246437264334,-0.1217493476069304,-0.11491305642410844,-0.12473798917010616,0.37500012329031535,0.041884816753926704,0.06695398658955327,0.4793420524574361,0.0,77.499245026178,0.04188784878719006,0.06845679236006731,0.4932658919822861,0.0
X - 14346,,,-0.10945116399089184,-0.11936837505152068,-0.1283926788248389,-0.11486449261056325,-0.11848208421877492,-0.12677302855495307,-0.12445006165137794,-0.13566143348386633,0.37500012329031535,0.041884816753926704,0.05704344325268179,0.4794018930841478,0.0,77.21420732984292,0.04188784878719006,0.056449208119107475,0.49500967456944006,0.0
X - 14347,,,0.07723284556894743,0.07968383460182875,0.07744943252047291,0.07996946285858612,0.07006371923494847,0.06371769422122366,0.062863300326511,0.07786537637790074,0.37500012329031535,0.22513089005235604,0.378386096867068,0.6059217942515804,0.0,63.31824712041886,0.22513579105512538,0.3827277898684389,0.6349235765675144,0.0
X - 14384,,,-0.05070153799793445,-0.05106888933190947,-0.03476006894793644,-0.058760639374435535,-0.04722441754442827,-0.05247924362661565,-0.044554427350166445,-0.04103017915513264,0.37500012329031535,0.12303664921465969,0.10636695464113732,0.7725699590458419,0.0,67.2337863874345,0.12304017874340305,0.10619465759595968,0.7795141427057265,0.0
X - 14427,,,0.15212382898120655,0.15656039386973286,0.152962985488625,0.15596936450029927,0.16749422382157728,0.14566452118758474,0.14256895673546385,0.14610467320716325,0.37500012329031535,0.18324607329842932,0.1110412917480741,0.6353252658326545,0.0,72.09264816753932,0.1832479422679353,0.11076080665326316,0.6524330776411219,0.0
X - 14458,,,-0.12085616343226147,-0.1389056425841092,-0.12518507873702409,-0.13531834636551449,-0.1354141909876518,-0.12099563345308659,-0.11470668159621895,-0.14189775415030895,0.37500012329031535,0.041884816753926704,0.11292014126603439,0.47912300130090835,0.0,73.57460418848169,0.04188784878719006,0.11129303684746279,0.492087675987468,0.0
X - 14503,,,-0.11170422587183915,-0.11562349003901921,-0.14948546327809836,-0.1212713609389578,-0.1266857882701424,-0.11418500411405046,-0.12417860214719915,-0.11523538836521593,0.37500012329031535,0.041884816753926704,0.10838506926860803,0.47978901158376064,0.0,76.27681675392677,0.04188784878719006,0.11149161007434617,0.492096161380526,0.0
X - 14590,,,-0.048609515013212604,-0.040988350030552775,-0.03192307751832751,-0.04076437217764086,-0.048488219679497194,-0.06266503559019933,-0.04629762808103305,-0.04177928746839661,0.37500012329031535,0.12172774869109948,0.3139410588623503,0.36646379163698817,0.0,76.944632460733,0.1217342732770908,0.31723362984880277,0.404384905025057,0.0
X - 14591,,,0.013584981480649348,0.03104269455691213,0.02244637383372928,0.033542189764423594,0.028786810750271223,0.02166932835315895,0.022468363651567482,0.016605184842255795,0.37500012329031535,0.07984293193717278,0.14497643739708668,0.4348116123752964,0.0,78.5141486910995,0.07984642448990074,0.14577060368099445,0.4780155763860328,0.0
X - 14594,,,-0.11456851166880463,-0.11385022452575833,-0.12562117489495253,-0.11088553321423776,-0.11530091199495479,-0.10669776616115055,-0.1165174717002431,-0.12218067470543269,0.37500012329031535,0.041884816753926704,0.05206573177720093,0.4798420857918736,0.0,75.43369424083772,0.04188784878719006,0.05188784879095587,0.4940820288329328,0.0
X - 14596,,,-0.012750960507710784,-0.01724945396746996,-0.004739128386441643,-0.016573049830606368,-0.01729168259980274,-0.021525945532180082,-0.015779965617389428,-0.020286656567969723,0.37500012329031535,0.20287958115183247,0.1671098780613417,0.5788112316978719,0.0,58.60490575916232,0.2028866032333038,0.16940672464806314,0.5794187132584381,0.0
X - 14600,,,-0.044220224546447154,-0.05037319667821994,-0.0467411606793919,-0.051995891374127017,-0.04724855727209221,-0.05527577603648544,-0.04692033566529599,-0.043682006375219504,0.37500012329031535,0.12172774869109948,0.3080033853725809,0.366789624625092,0.0,75.03195706806282,0.1217342732770908,0.31328516227702224,0.4027423793666902,0.0
X - 14606,,,-0.04398626066586176,-0.046935039562264684,-0.060944064850784206,-0.049056339265302826,-0.060652269683634005,-0.05036199086360208,-0.04708052813070687,-0.049835725536551516,0.37500012329031535,0.12172774869109948,0.258002952594695,0.3678512942667379,0.0,72.83074345549741,0.1217342732770908,0.26168271034540025,0.4006326728233176,0.0
X - 14611,,,0.018339350564683096,0.025588142609981893,0.018777259405218922,0.020721428551559756,0.026189310787641893,0.014721923644652376,0.019928100294779875,0.0299564593008392,0.37500012329031535,0.07984293193717278,0.11379225357732012,0.43673342555007894,0.0,75.23475078534032,0.07984642448990074,0.11333142035272693,0.4799829769106215,0.0
X - 14613,,,0.022534060493755104,0.02971339049699682,0.017719679138147985,0.03399192937686631,0.024983601531876422,0.03009417041306681,0.02725347269230434,0.021412961131589393,0.37500012329031535,0.07984293193717278,0.088091758425146,0.43785675874874697,0.0,79.1334607329843,0.07984642448990074,0.08795320098399571,0.48125922068586857,0.0
X - 14658,,,0.1399771866362847,0.13128474843514043,0.12290813712213321,0.13217720623775223,0.12645354109666745,0.1384833470474136,0.1495495417876434,0.1442015740824285,0.37500012329031535,0.18324607329842932,0.21551749707884793,0.626981965374197,0.0,71.1351130890052,0.1832479422679353,0.2160258718442051,0.6409228074152976,0.0
X - 14837,,,-0.10895236815275375,-0.10749673337500822,-0.11954771685042742,-0.10889037812256787,-0.13024248369639907,-0.12773013732256006,-0.11144990759924607,-0.13701901028802183,0.37500012329031535,0.041884816753926704,0.05072221618664442,0.47888761349253683,0.0,78.6766565445026,0.04188784878719006,0.06021697517340175,0.49658354186658665,0.0
X - 14838,,,0.14296530995250675,0.12840259878547652,0.1264784357422527,0.12802885394714303,0.13326802864081935,0.13977544682586807,0.1339546688494851,0.12534032367365341,0.37500012329031535,0.18324607329842932,0.17345074961839346,0.6281417669593894,0.0,76.02416335078533,0.1832479422679353,0.17376556432604395,0.6451150450092822,0.0
X - 14900,,,0.07093143986289449,0.08044558202692809,0.10032706855010819,0.08055536601081423,0.06538189954809942,0.06446065557486852,0.07194486583187389,0.08201060075594374,0.37500012329031535,0.22513089005235604,0.39736429302108767,0.6037441184185368,0.0,70.385322513089,0.22513579105512538,0.402208117287405,0.6326919113816323,0.0
X - 14952,,,0.025749526854115082,0.004942765631075323,0.0393347649951286,0.0035716522704206735,0.014306113245128267,0.0295535310610226,0.03382001602618095,0.02925914879569862,0.37500012329031535,0.07984293193717278,0.0691658496110988,0.4383299715457567,0.0,73.27610680628274,0.07984642448990074,0.06999768547523803,0.4819479553247022,0.0
X - 15117,,,0.042486621844647125,0.03612964620908821,0.03163082984195335,0.03270565223131021,0.04671560477688452,0.05960727431180406,0.05948516973807886,0.03202139295882745,0.37500012329031535,0.16099476439790578,0.15976288875907718,0.593137393237017,0.0,58.75564293193716,0.16099875444611375,0.16015386374241417,0.5848863033703715,0.0
X - 15136,,,-0.11017803621616154,-0.1072365399759039,-0.14054745774945776,-0.10687339615909443,-0.12837309453995027,-0.11347765329138011,-0.12076819711194184,-0.12045922334412756,0.37500012329031535,0.041884816753926704,0.06105892867699747,0.4775074851559008,0.0,74.97860104712039,0.04188784878719006,0.06034264785836615,0.49304733640889226,0.0
X - 15150,,,-0.11904805352080729,-0.12794507447174996,-0.12243228544362979,-0.12523774903353624,-0.14356169032550997,-0.11877943422069524,-0.11230354893278909,-0.12752995103327763,0.37500012329031535,0.041884816753926704,0.025636424035671367,0.47814093216535275,0.0,73.48542827225131,0.04188784878719006,0.030431419762048963,0.49347107602754886,0.0
X - 15158,,,0.028187100724508495,0.02221421562958878,0.0355287548028856,0.02091918317115641,0.020935593065062874,0.0188768781141093,0.018501295171022968,0.01272934094600692,0.37500012329031535,0.07984293193717278,0.06035901875282035,0.4385817736313209,0.0,81.28618010471209,0.07984642448990074,0.06503351689853203,0.48208075576599074,0.0
X - 15159,,,0.0313370447362856,0.022195708671492308,0.02494839138418258,0.021211437662364538,0.021916036565424252,0.03817066507336275,0.02690460181187818,0.0294025263942004,0.37500012329031535,0.07984293193717278,0.04333902064288136,0.439208982344225,0.0,78.59909424083772,0.07984642448990074,0.04471848643657431,0.482803333889171,0.0
X - 15160,,,-0.11807122333623005,-0.1272782055637024,-0.1327975412360482,-0.12982603006826143,-0.13367250010516069,-0.12391822343916797,-0.11364638541466718,-0.12876135844816936,0.37500012329031535,0.041884816753926704,0.023396043115014937,0.47856345629982233,0.0,80.03467643979059,0.04188784878719006,0.024634494307268218,0.49420266186992906,0.0
X - 15161,,,0.04653090791270401,0.03472516662424761,0.05377647864931016,0.03655377367967717,0.042896136087724676,0.043663396808422496,0.034752375872641336,0.037306042952258416,0.37500012329031535,0.16099476439790578,0.2399625775897119,0.5429674819031083,0.0,62.923653403141344,0.16099875444611375,0.23999657817673756,0.5412468661522352,0.0
X - 15164,,,0.024045727673954458,0.025181898748501262,0.032711341731211305,0.018847298416208434,0.023057015462205694,0.020452279083442857,0.02762175598625872,0.019185761643519574,0.37500012329031535,0.07984293193717278,0.07020261396829522,0.43845474722907063,0.0,78.62936544502617,0.07984642448990074,0.07084435639012626,0.48205540894207893,0.0
X - 15165,,,0.016461479472652613,0.03487637719759257,0.034540275000593264,0.031465377641868325,0.02195759656482632,0.02479974362233801,0.038773744053639286,0.03376135496945674,0.37500012329031535,0.07984293193717278,0.08653811908681022,0.4379276575535595,0.0,83.77557696335077,0.07984642448990074,0.08814823896458095,0.48135302412222253,0.0
X - 15166,,,-0.126786869549419,-0.14009316273522415,-0.14149907926536467,-0.13837207422678718,-0.135397664472151,-0.10632055905907957,-0.10471776389934918,-0.14020404112559326,0.37500012329031535,0.041884816753926704,0.051384462061151506,0.47889309705486605,0.0,72.65324502617798,0.04188784878719006,0.05299139063891147,0.493320490047563,0.0
X - 15168,,,-0.039080657439702,-0.05434882376752748,-0.03668361695638213,-0.05941188563972651,-0.04728873546339794,-0.041831669012909654,-0.03819387853310674,-0.03879121335063659,0.37500012329031535,0.12303664921465969,0.08062295098627037,0.7574674626555005,0.0,65.41713507853403,0.12304017874340305,0.08040255719882007,0.760111508762071,0.0
X - 15169,,,0.025251085872152433,0.022268812622451836,0.01750164312152485,0.018903992473261504,0.028785314942247578,0.028009815222084528,0.027711198499825795,0.02744323785499311,0.37500012329031535,0.07984293193717278,0.061935469155409664,0.4386206923074195,0.0,74.15740942408381,0.07984642448990074,0.070268236399863,0.48197779574648486,0.0
X - 15173,,,0.02092373172120449,0.027788432218410646,0.014829103456375971,0.02954390958200398,0.028973786753226902,0.01882976484082734,0.018585081183569465,0.020011345019080015,0.37500012329031535,0.07984293193717278,0.0554491466298111,0.4389278482764606,0.0,79.39236753926707,0.07984642448990074,0.055523215701701066,0.48252494410157126,0.0
X - 15174,,,-0.03950842275366329,-0.054663160751550505,-0.04773933532595956,-0.05767836933841221,-0.0608415940367605,-0.047028117321825935,-0.03981069707994091,-0.0628416553326917,0.37500012329031535,0.12172774869109948,0.22123158288154457,0.37417807165551764,0.0,73.6769937172775,0.1217342732770908,0.2245890146131522,0.3975618636393909,0.0
X - 15220,,,-0.11029932493067231,-0.12289112638266657,-0.13409833089443002,-0.1199363822662177,-0.1326880439703513,-0.1151974968609583,-0.11552940070802155,-0.1430495867570845,0.37500012329031535,0.041884816753926704,0.07122342868507993,0.4783644878991181,0.0,76.98509947643979,0.04188784878719006,0.07192539585046964,0.4935572746916641,0.0
X - 15222,,,-0.10684745691632842,-0.11656572741268129,-0.12543661667118813,-0.12066962683381319,-0.12861720646274394,-0.11368536821555462,-0.11945810298257924,-0.12841947070899878,0.37500012329031535,0.041884816753926704,0.06236255986596402,0.4762285943139948,0.0,79.55803455497383,0.04188784878719006,0.0629384524707864,0.49382914759600965,0.0
X - 15301,,,-0.11037241018179735,-0.11695732956467544,-0.14351545976452756,-0.12128041308989214,-0.13095450713956103,-0.10880857782151732,-0.11962689511017757,-0.1491754637054007,0.37500012329031535,0.041884816753926704,0.05286165100878426,0.476461846114515,0.0,80.50289319371731,0.04188784878719006,0.052813541071523425,0.4935871333529939,0.0
X - 15312,,,0.14467201300190352,0.13839212910541276,0.14097086891133145,0.13762611578021441,0.14853800796070432,0.14630278855935822,0.13863572692222845,0.15174947820768184,0.37500012329031535,0.18324607329842932,0.16022962406549526,0.6322456633978524,0.0,64.6218795811518,0.1832479422679353,0.16028310283493,0.6512245280696051,0.0
X - 15324,,,-0.11695770333058311,-0.13301145146919494,-0.12065295487605539,-0.12664736218218234,-0.1326186617268612,-0.11333548307654791,-0.11668638383646397,-0.13220280509011875,0.37500012329031535,0.041884816753926704,0.07967744961844586,0.47899563186111516,0.0,75.43516649214664,0.04188784878719006,0.08347151030461662,0.4932389273904258,0.0
X - 15337,,,-0.11144538727446385,-0.11973505836105504,-0.14726836205983554,-0.11667856399972153,-0.12831681702240794,-0.122246023292737,-0.11631729731785134,-0.13859667368406675,0.37500012329031535,0.041884816753926704,0.06554913737487883,0.47851391099751617,0.0,76.772232460733,0.04188784878719006,0.06587687257676944,0.4935865886283073,0.0
X - 15351,,,-0.1162433920078056,-0.1200883566923539,-0.1262404460000175,-0.11699128021615733,-0.12828441922770376,-0.11582534197119786,-0.11955767013641079,-0.13207517962019413,0.37500012329031535,0.041884816753926704,0.0783756934942724,0.47793909945169233,0.0,80.00158534031414,0.04188784878719006,0.07909572589451187,0.49348765279473766,0.0
X - 15363,,,-0.11736773279091794,-0.11197364244037246,-0.12965429991344352,-0.11462860779655236,-0.12821918681409708,-0.12422010512915989,-0.12229168657361233,-0.1398220383642159,0.37500012329031535,0.041884816753926704,0.051200397683503145,0.47859687863463685,0.0,73.0459780104712,0.04188784878719006,0.04978318351786565,0.493952753142792,0.0
X - 15371,,,-0.11506094704994825,-0.13387704051764202,-0.11990562147686751,-0.1273569491058752,-0.13372207965166308,-0.11607503991182326,-0.10793559509830877,-0.12189120587005314,0.37500012329031535,0.041884816753926704,0.12489922662732333,0.47391709954640393,0.0,68.86168272251305,0.04188784878719006,0.12760009389547433,0.490276649994021,0.0
X - 15375,,,-0.04135001746454241,-0.0465669994803393,-0.047664510535882255,-0.04940292887880852,-0.05351233849382498,-0.042989354372986,-0.04020810582598414,-0.0512935768259452,0.37500012329031535,0.12303664921465969,0.08616438617277516,0.7668193229409994,0.0,63.00413089005238,0.12304017874340305,0.08573894458658808,0.7735916104142259,0.0
X - 15382,,,-0.046612597441937624,-0.029744510487745617,-0.04529387159088879,-0.029757072771125787,-0.04840437314060746,-0.041502079987225965,-0.050524408242503004,-0.03946921217685902,0.37500012329031535,0.12303664921465969,0.07707024738329672,0.7689901763969637,0.0,62.69336544502616,0.12304017874340305,0.07742638409849707,0.7773199990172159,0.0
X - 15386,,,-0.1096843207430442,-0.10879383540720948,-0.13293244710927715,-0.1130096967131565,-0.12166442130712377,-0.10665270292338791,-0.11709743337009039,-0.13323589431900096,0.37500012329031535,0.041884816753926704,0.07984471182606319,0.4773428097445338,0.0,77.8836230366492,0.04188784878719006,0.07618630219339051,0.4929084874543143,0.0
X - 15415,,,-0.10643592734821185,-0.10933572360662623,-0.12138689233316328,-0.11207024618146746,-0.12176583732515286,-0.11581162098535447,-0.1230220790518098,-0.14394369308688734,0.37500012329031535,0.041884816753926704,0.08590496190787428,0.4773314129737861,0.0,75.66319790575916,0.04188784878719006,0.08776478958975646,0.4932808187560885,0.0
X - 15420,,,-0.10647517016778145,-0.11809110638372616,-0.14658684350651868,-0.11429316966417567,-0.11731903979091071,-0.11657913613079006,-0.12819497072052016,-0.13793299211884544,0.37500012329031535,0.041884816753926704,0.05052505114767601,0.4780195966793689,0.0,81.53278534031409,0.04188784878719006,0.06142357221439399,0.49387481537127537,0.0
X - 15469,,,0.13453871095049108,0.1348962502339735,0.1495834103369281,0.1349756692339304,0.13442467451902984,0.1321902883620457,0.13228921011437644,0.12965079599296178,0.37500012329031535,0.18324607329842932,0.10767554963446452,0.6324023545059982,0.0,62.961692146596846,0.1832479422679353,0.10801545530602681,0.6511260485882138,0.0
X - 15472,,,-0.05481956135298027,-0.06057629024680838,-0.02163603038504222,-0.052451773186598376,-0.05681665639437916,-0.035436398772264385,-0.04239077049574302,-0.030709923180433026,0.37500012329031535,0.12303664921465969,0.12273161053946008,0.7937344960314979,0.0,61.046826178010456,0.12304017874340305,0.12367587280906696,0.7968704689707943,0.0
X - 15482,,,-0.11238365468833253,-0.10996327159836794,-0.14853944767273577,-0.10843341740663641,-0.12827502750744119,-0.12243961720232631,-0.12294305337386917,-0.13966973232708962,0.37500012329031535,0.041884816753926704,0.050444804638246174,0.47908697817439283,0.0,79.63393612565446,0.04188784878719006,0.04897448714150412,0.49404361234627475,0.0
X - 15484,,,-0.04690275216382608,-0.033965607792427396,-0.04593055095311125,-0.03488259373312896,-0.055117783730758964,-0.0417055032860721,-0.04886001612396512,-0.04200629530203469,0.37500012329031535,0.12303664921465969,0.07735341438909987,0.7686898199282288,0.0,71.47303560209423,0.12304017874340305,0.07769293634865905,0.7769884588236914,0.0
X - 15494,,,0.03811692296913551,0.02256881337952311,0.021639506988348874,0.026507762419586082,0.024092927658120333,0.031227386798840955,0.03164311899816181,0.012360527224132915,0.37500012329031535,0.08115183246073299,0.12552188888073354,0.8374801869065434,0.0,63.5968492146597,0.081152329956213,0.12564239683538128,0.8430244857941278,0.0
X - 15520,,,-0.11408419687111937,-0.12457633175796148,-0.1226573955137992,-0.11911751859012171,-0.13621532656725854,-0.12392444388610281,-0.11761663067405975,-0.11607561971056687,0.37500012329031535,0.041884816753926704,0.05276490961591099,0.4783769579176128,0.0,78.46904712041882,0.04188784878719006,0.05273032471031309,0.49480970542174835,0.0
