metabolite,super_pathway,sub_pathway,rho_gnn,rho_kernel_mkl,rho_lasso,rho_mirth,rho_ridge,rho_unigraph,rho_unitedmet,rho_xgboost,train_r2_gnn,obs_rate_gnn,coef_var_gnn,max_gene_corr_gnn,network_mapped_gnn,posterior_var_unigraph,obs_rate,coef_var,max_gene_corr,network_mapped
PC(16:1/17:1);PC(15:0/18:2),Lipid,Phosphatidylcholine (PC),0.11906063734886904,0.10176287692562788,0.131317891285312,0.10343388594595589,0.10602958306795965,0.12819704997853779,0.12875898146227915,0.11962092173898899,0.37500012329031535,0.09685863874345549,0.034269868246797716,0.9160025799779872,0.0,58.92372146596856,0.0968642859894449,0.03438726349557402,0.9175115340903973,0.0
PC(16:1/18:1),Lipid,Phosphatidylcholine (PC),0.09682724282503054,0.09080052880131956,0.11311648295920403,0.09138435373981559,0.09587962124845943,0.10060826968224232,0.10056430363605234,0.09682919250812669,0.37500012329031535,0.09685863874345549,0.037028843302945515,0.9162762870470134,1.0,0.0,0.0968642859894449,0.037159749058992525,0.9178724126340487,1.0
PC(16:1/18:2)_A,Lipid,Phosphatidylcholine (PC),0.13055996934470177,0.09532106722270062,0.11221405732827297,0.09644956724122995,0.0960547259432777,0.11802000578504647,0.11683014727254279,0.11099890080950561,0.37500012329031535,0.09685863874345549,0.04474093195277679,0.9156291624743818,0.0,61.19227958115181,0.0968642859894449,0.044560892822789556,0.9171607873359767,0.0
PC(16:1/20:4)_A,Lipid,Phosphatidylcholine (PC),0.12020736637842948,0.09764690041254825,0.11612861530723972,0.10113349748993837,0.11751332761670577,0.1140892739430126,0.11272047056839593,0.10809833486140605,0.37500012329031535,0.09685863874345549,0.04966198923835888,0.9153715571606229,0.0,55.14422198952881,0.0968642859894449,0.05002029334969276,0.9175821082163177,0.0
PC(16:1/22:4),Lipid,Phosphatidylcholine (PC),0.09995166048502024,0.09147351058962072,0.11872191904650276,0.09224027554296885,0.10751876185425945,0.09896811440370164,0.10440851093656582,0.11180223504662955,0.37500012329031535,0.09685863874345549,0.05019537373268384,0.9156275099695277,1.0,0.0,0.0968642859894449,0.051321883447790255,0.9171152231634144,1.0
PC(16:1/22:6)_A,Lipid,Phosphatidylcholine (PC),0.11747768706186762,0.09481975381991958,0.11583947060462482,0.09869707397244554,0.1095803067577771,0.10463823385987801,0.10467004982081768,0.11978297648098632,0.37500012329031535,0.09685863874345549,0.0507466338603421,0.9155370007183703,0.0,57.85116230366495,0.0968642859894449,0.05086105849510081,0.917733793716741,0.0
PC(16:1/22:6)_B,Lipid,Phosphatidylcholine (PC),0.10105738463670852,0.09710453849013587,0.10103590363170087,0.0977255344008062,0.11102930612991008,0.10510755912008302,0.10377180663310355,0.11049136995994001,0.37500012329031535,0.09685863874345549,0.05620464182911407,0.9149799394209135,0.0,54.283007329842945,0.0968642859894449,0.05615513513076012,0.9174328114179682,0.0
PC(16:2/16:0),Lipid,Phosphatidylcholine (PC),0.11629898272598722,0.10164914444745715,0.12520549929513958,0.1048990774214353,0.12265242845345656,0.10869474232212072,0.10993725120404248,0.10407813377051511,0.37500012329031535,0.09685863874345549,0.06315112316891142,0.9146090395474538,0.0,63.04909528795811,0.0968642859894449,0.06472696082623465,0.9171450401342366,0.0
PC(17:0/0:0)_A,Lipid,Phosphatidylcholine (PC),0.11081252209942537,0.09286292943944842,0.11773972290478324,0.0914944760875953,0.08862875458319579,0.12502032719745404,0.125199404847384,0.1131856102707656,0.37500012329031535,0.09685863874345549,0.04080163422600297,0.9156667526420534,0.0,56.422653403141354,0.0968642859894449,0.04156906586336504,0.9172540343158944,0.0
PC(17:0/0:0)_B,Lipid,Phosphatidylcholine (PC),0.1149469371738688,0.09186549052496677,0.11819263381861787,0.09412180864850711,0.09404956592812662,0.12189164704854047,0.12572641313526925,0.12307927957420928,0.37500012329031535,0.09685863874345549,0.04290344764936263,0.9157073111435181,0.0,60.10679267015708,0.0968642859894449,0.0430845005863155,0.9172794689847518,0.0
PC(17:0/18:1),Lipid,Phosphatidylcholine (PC),0.1204617214417847,0.10223545636466698,0.11710829772853883,0.1006634986255862,0.10531604748159924,0.10157982502369091,0.10188036368977908,0.09669037630916494,0.37500012329031535,0.09685863874345549,0.05876087600674527,0.9152652007467839,0.0,54.89452565445028,0.0968642859894449,0.058356597202924666,0.9166287415394744,0.0
PC(17:0/20:4),Lipid,Phosphatidylcholine (PC),0.11161722954888448,0.0964550894036429,0.10578553825352603,0.09759421925054582,0.1049593398572589,0.11201425184276378,0.10998683417488916,0.11198612439206597,0.37500012329031535,0.09685863874345549,0.030228077349288,0.9162641657939109,0.0,73.45755287958117,0.0968642859894449,0.030905125980071852,0.9182435349600494,0.0
PC(17:0/22:6),Lipid,Phosphatidylcholine (PC),0.11284191830577242,0.10304365759239216,0.10751306587075361,0.10548457371659384,0.11263697741815547,0.11023435066567178,0.1115791327242034,0.10726213506687043,0.37500012329031535,0.09685863874345549,0.03330976808427165,0.9161242310997619,0.0,60.42027643979054,0.0968642859894449,0.03387027123567249,0.9183839735778333,0.0
PC(17:1/0:0),Lipid,Phosphatidylcholine (PC),0.11952289829721266,0.10495447286665766,0.11986661116837852,0.10141215944356598,0.10773984891357678,0.1253958113074251,0.12684127308876325,0.1229506385946089,0.37500012329031535,0.09685863874345549,0.05675370335702115,0.9151719460359459,0.0,68.34700314136128,0.0968642859894449,0.05638292268572289,0.9164906309077594,0.0
PC(17:1/18:1),Lipid,Phosphatidylcholine (PC),0.10048607833309094,0.1017304659772284,0.11846811350916006,0.09982490544830985,0.11168505288830739,0.10360384332345178,0.10470954091757667,0.12528116495396488,0.37500012329031535,0.09685863874345549,0.03820710753144016,0.9161376711988816,1.0,0.0,0.0968642859894449,0.03901730674193526,0.9177330588448442,1.0
PC(17:1/20:4),Lipid,Phosphatidylcholine (PC),0.12034298257587384,0.10304044858760016,0.12879227080545408,0.1057936944740391,0.09947401414515505,0.12920740592009727,0.1268415785007422,0.09401417327944121,0.37500012329031535,0.09685863874345549,0.039831115338589865,0.9157269744314704,0.0,65.52658429319374,0.0968642859894449,0.04090182382676565,0.9175534135936264,0.0
PC(18:0/18:1),Lipid,Phosphatidylcholine (PC),0.11454141645970513,0.09346092748244256,0.10228319031094839,0.09319809661912228,0.10262918788179533,0.10120601404021334,0.10053896772057953,0.10505396538606378,0.37500012329031535,0.09685863874345549,0.02230754858062637,0.9166253447581212,1.0,0.0,0.0968642859894449,0.022092937154195174,0.9183871493920948,1.0
PC(18:0/20:3)_A,Lipid,Phosphatidylcholine (PC),0.11593195719995547,0.09529475338340601,0.11344430954041614,0.09735541581060586,0.10634492127218946,0.12170749690400326,0.12046982149861825,0.12065656118134903,0.37500012329031535,0.09685863874345549,0.027610322527154348,0.9164549998932261,0.0,65.97326596858635,0.0968642859894449,0.02759896443819795,0.9182422130361175,0.0
PC(18:0/20:3)_B,Lipid,Phosphatidylcholine (PC),0.10513219126012603,0.09303637614845744,0.11228139294549232,0.09448792935357073,0.10831442122158913,0.11369460199349322,0.1110564665979322,0.10487681495069062,0.37500012329031535,0.09685863874345549,0.04422321759439391,0.9158834683202304,0.0,64.89809109947643,0.0968642859894449,0.04418820740905121,0.9178079409604526,0.0
PC(18:0/22:4),Lipid,Phosphatidylcholine (PC),0.11704060268361649,0.10139892229879885,0.12261345241608673,0.10183671077755109,0.12331871144425435,0.10901429620359519,0.11015150434668076,0.11927187561358962,0.37500012329031535,0.09685863874345549,0.03785788497282025,0.916074195708142,1.0,0.0,0.0968642859894449,0.037929998653888415,0.9177510559654856,1.0
PC(18:0/22:5),Lipid,Phosphatidylcholine (PC),0.11919681125514459,0.10145762034478635,0.11392971162777006,0.09956325122008,0.1046215653611915,0.0996348818689199,0.10406872019178917,0.11386805862320323,0.37500012329031535,0.09685863874345549,0.05164450467446827,0.9155481213868284,1.0,0.0,0.0968642859894449,0.051059181414934096,0.9174690555566066,1.0
PC(18:1/18:1),Lipid,Phosphatidylcholine (PC),0.11779512961705269,0.08963380151320523,0.11370314251859967,0.09014022258194691,0.09555738368392679,0.10029685569394647,0.09981220671966622,0.11353180840441206,0.37500012329031535,0.09685863874345549,0.03666117128935435,0.9163679109549718,0.0,67.80756753926703,0.0968642859894449,0.036315112838984046,0.9177965424758238,0.0
PC(18:1/18:2),Lipid,Phosphatidylcholine (PC),0.09872472761402595,0.09333093604665887,0.11957340172636038,0.09352893164232691,0.09412212954898631,0.11926963209395637,0.11973790833040752,0.1127744832734938,0.37500012329031535,0.09685863874345549,0.028282535411225596,0.9164206099683065,1.0,0.0,0.0968642859894449,0.028074073749211448,0.9179906517728335,1.0
PC(18:1/19:1),Lipid,Phosphatidylcholine (PC),0.1028946235931567,0.09113933285309106,0.10993439369487062,0.09111550599251025,0.09794708943998905,0.10375932457831087,0.10484988436130423,0.11594523405422871,0.37500012329031535,0.09685863874345549,0.04648332687847135,0.9160513541095489,1.0,0.0,0.0968642859894449,0.046502853695397785,0.9172396837452149,1.0
PC(18:1/20:3),Lipid,Phosphatidylcholine (PC),0.0975688760614415,0.09442928479099645,0.10781936537815254,0.09728893592799769,0.10503406955635322,0.10163912806273785,0.10433449500740154,0.11611884121347733,0.37500012329031535,0.09685863874345549,0.03233983583275287,0.9163873464565041,1.0,0.0,0.0968642859894449,0.03257339487225955,0.9183395080448401,1.0
PC(18:1/20:4),Lipid,Phosphatidylcholine (PC),0.10556121541788868,0.09215644029277717,0.1052354613487595,0.09323748715294439,0.10510441361556509,0.10844992142402203,0.1071324936557808,0.09522773866666585,0.37500012329031535,0.09685863874345549,0.02899719101695112,0.9165445673445616,1.0,0.0,0.0968642859894449,0.029147538433937678,0.9181911478681394,1.0
PC(18:1/22:5),Lipid,Phosphatidylcholine (PC),0.10975608878538648,0.10073235852008176,0.09535774347330282,0.09753631008490303,0.09958155591824784,0.09586195506854167,0.10214913951005435,0.10311080601766533,0.37500012329031535,0.09685863874345549,0.053514147411706375,0.9155336241303271,1.0,0.0,0.0968642859894449,0.052984240548785505,0.9174796679588146,1.0
PC(18:1/22:6),Lipid,Phosphatidylcholine (PC),0.1107576940098094,0.09445507716701236,0.0958271406492565,0.09444161271773917,0.10150832262050037,0.09893130562084491,0.09818324545409388,0.08777949146498598,0.37500012329031535,0.09685863874345549,0.03074253687951739,0.9164808548653427,1.0,0.0,0.0968642859894449,0.030730320941490034,0.9183769751189502,1.0
PC(18:1/24:0);PC(16:0/26:1),Lipid,Phosphatidylcholine (PC),0.12445045500225944,0.11503485276558409,0.12375698127372539,0.11438874639241613,0.1282832959037321,0.11003328335325598,0.11665052519256336,0.12471301065553657,0.37500012329031535,0.09685863874345549,0.07540967857453701,0.9132141632294071,0.0,61.816285863874384,0.0968642859894449,0.07485909856424033,0.915887047012129,0.0
PC(18:1/24:1);PC(16:1/26:1),Lipid,Phosphatidylcholine (PC),0.12595771623360308,0.1146124006555671,0.11226368993572297,0.11834344367298984,0.12910187291361816,0.10926122842798326,0.11314116893003622,0.11669758522771932,0.37500012329031535,0.09685863874345549,0.07747399163813723,0.9133170364640125,0.0,68.37148481675393,0.0968642859894449,0.0772571059409896,0.9157354120330147,0.0
PC(18:1/26:0),Lipid,Phosphatidylcholine (PC),0.1252300389967529,0.11404325691399458,0.12214081949363441,0.11334410836578511,0.12985102845317004,0.11014065558203648,0.11733115570587052,0.11704248638859567,0.37500012329031535,0.09685863874345549,0.11142910603262624,0.9099786714390751,0.0,57.969167539267055,0.0968642859894449,0.11109907828977235,0.91273747306366,0.0
PC(18:1/26:1),Lipid,Phosphatidylcholine (PC),0.10507630086797452,0.11393095511712695,0.11642373678127976,0.11341080218204606,0.13095202462646105,0.10934912068401814,0.11625267961421902,0.10763892571286757,0.37500012329031535,0.09685863874345549,0.1310490610494664,0.9076097911307951,1.0,0.0,0.0968642859894449,0.13049751879372537,0.9102094845513314,1.0
PC(18:1/28:0),Lipid,Phosphatidylcholine (PC),0.1237587898213643,0.10947879523952264,0.13130291592961585,0.10763630502562072,0.13006033579072998,0.11013699063828883,0.11448786313313183,0.10517300609299467,0.37500012329031535,0.09685863874345549,0.13236166353998524,0.9065313725794385,0.0,62.15525654450257,0.0968642859894449,0.13260235664908634,0.9097145479308363,0.0
PC(18:1/28:1),Lipid,Phosphatidylcholine (PC),0.12581547392409323,0.11049340232964165,0.12368834868373592,0.10834211225877367,0.13124614328650358,0.11007115443864826,0.11671243087282239,0.10883780990316867,0.37500012329031535,0.09685863874345549,0.1672502311587639,0.9020465197283861,0.0,72.77903036649217,0.0968642859894449,0.16648808928192338,0.9049794617948486,0.0
PC(18:1/30:1),Lipid,Phosphatidylcholine (PC),0.12480064303310277,0.11167839420336394,0.13461428797450803,0.10919844855837922,0.1321084162449744,0.10944195264684331,0.11499452832746135,0.12288841064335021,0.37500012329031535,0.09685863874345549,0.15202347129317878,0.9031992143873881,0.0,60.44599790575918,0.0968642859894449,0.152869279062802,0.9074868433881201,0.0
PC(18:1/30:2),Lipid,Phosphatidylcholine (PC),0.1267070246058334,0.1140326404564743,0.12332087752248898,0.11354410958944815,0.13342929610078574,0.10999416406238444,0.11576058124340823,0.11502887599415892,0.37500012329031535,0.09685863874345549,0.16913399188793427,0.9016626915832441,0.0,61.61860732984293,0.0968642859894449,0.169194960397515,0.9049032436778858,0.0
PC(18:1/36:6),Lipid,Phosphatidylcholine (PC),0.1259334957357926,0.1027816423511232,0.11280379218392765,0.09941591778756607,0.12166668903561251,0.10701760563656129,0.10953519625190103,0.10475643715842972,0.37500012329031535,0.09685863874345549,0.1527039263297798,0.9049925970259264,0.0,73.75132460732982,0.0968642859894449,0.15196466062549416,0.9076634024544955,0.0
PC(18:2/0:0)_A,Lipid,Phosphatidylcholine (PC),0.1180386757521087,0.10363153389943812,0.09427973179683471,0.10249439630967691,0.09802425263438398,0.104884475587618,0.11071388730899975,0.09452429807454703,0.37500012329031535,0.09685863874345549,0.08508923735137369,0.913467356006532,0.0,74.16560628272252,0.0968642859894449,0.08414668857094804,0.9140045270653654,0.0
PC(18:2/0:0)_B,Lipid,Phosphatidylcholine (PC),0.11266064965686289,0.1091439890728879,0.09908496242668174,0.1082858343372335,0.09223641136636511,0.11221308831985492,0.11499308094025665,0.11362032345325879,0.37500012329031535,0.09685863874345549,0.046292390518902396,0.9157546022708447,0.0,69.83337486910995,0.0968642859894449,0.04745654614865902,0.9170327714179022,0.0
PC(18:2/18:2);PC(16:1/20:3),Lipid,Phosphatidylcholine (PC),0.128862688747312,0.10487585224925301,0.12081103464952524,0.10483075236107173,0.0934061604673253,0.1174178263139895,0.1179442901718253,0.10753266754169157,0.37500012329031535,0.09685863874345549,0.04466118912602148,0.9156912836645399,0.0,66.72485654450261,0.0968642859894449,0.04468542860776934,0.9171950111489805,0.0
PC(19:0/0:0),Lipid,Phosphatidylcholine (PC),0.11683492763395276,0.09295345011629016,0.12297496017676181,0.09489945747644155,0.10764956891209443,0.12175911152844918,0.12590648669382629,0.12018370095439064,0.37500012329031535,0.09685863874345549,0.08026830568235757,0.9127850924873216,0.0,68.76090680628272,0.0968642859894449,0.08086424215269085,0.9145359266644254,0.0
PC(19:1/0:0),Lipid,Phosphatidylcholine (PC),0.11788388499389771,0.11284267462532437,0.10933596778457087,0.10901526786816773,0.11546219860790892,0.12051433197485768,0.12155736699816698,0.10711948143301155,0.37500012329031535,0.09685863874345549,0.06809296440766918,0.913695437698437,0.0,63.72402094240835,0.0968642859894449,0.06790572991016997,0.916603651307731,0.0
PC(19:1/20:4),Lipid,Phosphatidylcholine (PC),0.1202063837485841,0.11179813019466642,0.12360047543584758,0.1113238793989648,0.11425852765212635,0.12539728525219318,0.1255282405972628,0.10255734628701385,0.37500012329031535,0.09685863874345549,0.037726828169144494,0.9159828621858181,0.0,64.00614973821992,0.0968642859894449,0.03837088085838769,0.9176998665104575,0.0
PC(20:1/0:0)_A,Lipid,Phosphatidylcholine (PC),0.09776337037691861,0.09740630527826605,0.11586975558734958,0.09479365391427777,0.10899656204440086,0.1105655500386922,0.1061916654151729,0.11992082997851047,0.37500012329031535,0.09685863874345549,0.06443719761888803,0.914828323029965,0.0,65.49941465968585,0.0968642859894449,0.0648308799287806,0.9154986317657897,0.0
PC(20:1/0:0)_B,Lipid,Phosphatidylcholine (PC),0.11154033212409252,0.0982575873953242,0.12139666465321677,0.09425705482963774,0.0992485147042487,0.11213009593426525,0.11476700968191038,0.11534660758112947,0.37500012329031535,0.09685863874345549,0.052554789709642155,0.9155227444860152,0.0,66.31176439790578,0.0968642859894449,0.05334125548323069,0.9165948147159181,0.0
PC(20:2/0:0),Lipid,Phosphatidylcholine (PC),0.10943705277639812,0.08673370354497113,0.11713796765201176,0.08538431702992398,0.10275413850588486,0.11895825794200564,0.1218152011023261,0.1212668737802326,0.37500012329031535,0.09685863874345549,0.057810546666017495,0.9152903227969736,0.0,67.01428272251307,0.0968642859894449,0.05936634713925124,0.9159356842185452,0.0
PC(20:2/20:4),Lipid,Phosphatidylcholine (PC),0.10681688357246956,0.09801278044225246,0.12470040194087458,0.09945013380116105,0.09262230756345963,0.12233154652851078,0.11900935469396548,0.12415365437857977,0.37500012329031535,0.09685863874345549,0.04247945835633073,0.916012418620043,1.0,0.0,0.0968642859894449,0.04233112469799341,0.9175351828700352,1.0
PC(20:3/0:0)_A,Lipid,Phosphatidylcholine (PC),0.1061090182779073,0.09600556131569318,0.11391373345807641,0.09822182036274642,0.1093272767299258,0.10939072310706655,0.10376213968003009,0.11224951683122485,0.37500012329031535,0.09685863874345549,0.06658766547404828,0.9146974730074988,0.0,71.56297068062821,0.0968642859894449,0.066660985335031,0.9159513226975916,0.0
PC(20:3/0:0)_B,Lipid,Phosphatidylcholine (PC),0.10975207859331479,0.1046448841293469,0.1039198897217083,0.10391327114932475,0.0963585117302562,0.11133868054528218,0.1084385282293283,0.1044390665844983,0.37500012329031535,0.09685863874345549,0.04250363654990244,0.9158767520628022,0.0,58.541913089005256,0.0968642859894449,0.04340983110171239,0.9173525383869389,0.0
PC(20:3/20:4),Lipid,Phosphatidylcholine (PC),0.1081063727840259,0.09215002228319312,0.1225127164073237,0.09369443606447568,0.10580903084277432,0.11035804251715464,0.11082816450426129,0.11035929267104153,0.37500012329031535,0.09685863874345549,0.04081970875200311,0.9159675810800403,1.0,0.0,0.0968642859894449,0.04075202859056044,0.9181202356824657,1.0
PC(20:3/22:6),Lipid,Phosphatidylcholine (PC),0.10368194911737791,0.09850850482835408,0.11135991384860859,0.09624154350558682,0.10851174827459216,0.10096942598676518,0.10590735342031525,0.12286233747941498,0.37500012329031535,0.09685863874345549,0.04723911793874021,0.9156440623115237,1.0,0.0,0.0968642859894449,0.04713374279105855,0.9182956844649564,1.0
PC(20:3/26:1),Lipid,Phosphatidylcholine (PC),0.12620286910124412,0.11367645429541265,0.12703505989390027,0.11308042176785364,0.13053056195958826,0.10973710012756356,0.11670488852482001,0.10152928811847495,0.37500012329031535,0.09685863874345549,0.12415872780393873,0.9084429986591382,0.0,59.721868062827255,0.0968642859894449,0.12456448102914812,0.9115854973805902,0.0
PC(20:4/20:4);PC(18:2/22:6),Lipid,Phosphatidylcholine (PC),0.10431586487668436,0.10136064154580064,0.11823923124236878,0.10671750009939703,0.10992384409161683,0.11079164785460184,0.10760536435069817,0.10582162618658301,0.37500012329031535,0.09685863874345549,0.03651703722964583,0.9159691591998274,0.0,59.40924083769634,0.0968642859894449,0.0365412931300429,0.9182243101716966,0.0
PC(20:4/22:4),Lipid,Phosphatidylcholine (PC),0.1102289462015222,0.09455713689025211,0.12574796818437833,0.09622116632515745,0.11347206743186716,0.11700198798644934,0.11577707349027261,0.10993948798997798,0.37500012329031535,0.09685863874345549,0.05740561064380313,0.9151296577717765,1.0,0.0,0.0968642859894449,0.05805144381987585,0.9168866260078256,1.0
PC(20:4/22:6),Lipid,Phosphatidylcholine (PC),0.11118276109062714,0.10388044570447298,0.11519859223509725,0.10631720349329832,0.11526390885346828,0.11274863486436963,0.11111863785382514,0.09780731053958969,0.37500012329031535,0.09685863874345549,0.03668617639832525,0.9158527411203341,1.0,0.0,0.0968642859894449,0.03643974988925996,0.9184335618330565,1.0
PC(20:4/24:1),Lipid,Phosphatidylcholine (PC),0.10807516764704418,0.11744141916765778,0.11790032022377088,0.11657641855511372,0.12597882933745805,0.11122788239082455,0.11752588903941812,0.11480528858527449,0.37500012329031535,0.09685863874345549,0.051293216526413804,0.9152875631534954,1.0,0.0,0.0968642859894449,0.051029559409422644,0.9175957535415464,1.0
PC(20:4/26:1),Lipid,Phosphatidylcholine (PC),0.1278725962266181,0.11734417295160607,0.12203053669561512,0.11659922923084372,0.13700078472577826,0.10996078120520485,0.1148247989398442,0.11475719362595398,0.37500012329031535,0.09685863874345549,0.11583186062847114,0.9095186494851986,0.0,65.23610994764397,0.0968642859894449,0.11513855680865442,0.912495514282991,0.0
PC(20:4/28:1),Lipid,Phosphatidylcholine (PC),0.1274833818563751,0.11673582586815763,0.11995556745538416,0.11583854801574711,0.1363541836310382,0.10914481334886893,0.11348809038058275,0.10164858287161853,0.37500012329031535,0.09685863874345549,0.15800132842491543,0.9040556362915702,0.0,68.82145445026183,0.0968642859894449,0.15728525538511814,0.9070033295736213,0.0
PC(20:4/36:4),Lipid,Phosphatidylcholine (PC),0.1248104294952115,0.10284132984025489,0.12917197629747065,0.09935314163132206,0.13183292318357895,0.10760559008998698,0.10996382204621286,0.12086264614326366,0.37500012329031535,0.09685863874345549,0.1588558229042346,0.9042122608147354,0.0,58.76714136125658,0.0968642859894449,0.15788702833559906,0.9068823312990227,0.0
PC(20:4/36:5),Lipid,Phosphatidylcholine (PC),0.12451286527622288,0.11286678227382446,0.11945997677781556,0.1111182490460624,0.12358890964774298,0.10722593644256392,0.10958307953869084,0.10841014316036462,0.37500012329031535,0.09685863874345549,0.13300633478488527,0.9075768062496541,0.0,63.80058638743457,0.0968642859894449,0.13243139999694387,0.9104901003120537,0.0
PC(20:4/P-18:1),Lipid,Phosphatidylcholine (PC),0.10778685873889651,0.10435992450381494,0.11821099200019895,0.10454727690025609,0.09370554724356807,0.11323987011437031,0.11394733704548173,0.10823180271904773,0.37500012329031535,0.09685863874345549,0.03610244405304257,0.915448362309041,1.0,0.0,0.0968642859894449,0.03571760329227607,0.9169336442196171,1.0
PC(20:5/0:0),Lipid,Phosphatidylcholine (PC),0.11207861409763627,0.09861541817134177,0.1110548979431265,0.09969962055288784,0.11676160487332025,0.11182546740341522,0.10980106401898525,0.11582146006522959,0.37500012329031535,0.09685863874345549,0.13567993046936372,0.907800467010564,1.0,0.0,0.0968642859894449,0.13502444879808148,0.9081571573887995,1.0
PC(22:0/0:0),Lipid,Phosphatidylcholine (PC),0.11917178075165073,0.1111056537022537,0.10136501381482979,0.10934825559875368,0.10102562144551308,0.10815630100319665,0.11709879030500113,0.10222505384079948,0.37500012329031535,0.09685863874345549,0.07423889321101511,0.9132333727175332,1.0,0.0,0.0968642859894449,0.07787768393187368,0.9151811044289859,1.0
PC(22:1/0:0),Lipid,Phosphatidylcholine (PC),0.11592303385865686,0.10051716800706978,0.1128835760655694,0.09669346497627726,0.1179990506045389,0.11857924167610388,0.12376872235007166,0.11583122078813866,0.37500012329031535,0.09685863874345549,0.07403077752271645,0.9140331286830662,0.0,70.34224397905763,0.0968642859894449,0.07663856166513251,0.9156211394466492,0.0
PC(22:4/0:0)_A,Lipid,Phosphatidylcholine (PC),0.10306286575722406,0.10612598692025343,0.09757980547068831,0.10213681957987206,0.10655211601492795,0.10060671606478407,0.10700837688328373,0.12090107397564816,0.37500012329031535,0.09685863874345549,0.10311966613482595,0.9113926056175168,0.0,67.028792670157,0.0968642859894449,0.10332531663565503,0.9115439448588513,0.0
PC(22:4/0:0)_B,Lipid,Phosphatidylcholine (PC),0.09499920606429654,0.10274308081020567,0.11109673534310253,0.10164914444745715,0.11440813412970131,0.10712459278067266,0.10971272028437275,0.11323567074552121,0.37500012329031535,0.09685863874345549,0.08285655775571435,0.9133800287190067,0.0,60.8432062827225,0.0968642859894449,0.08458402467178543,0.9139199336322096,0.0
PC(22:4/22:6),Lipid,Phosphatidylcholine (PC),0.12286622995221537,0.10753284136278447,0.10731556499665768,0.10874342504972319,0.10767505375848445,0.10811306528999984,0.10772762209375804,0.11629684738346172,0.37500012329031535,0.09685863874345549,0.04720068720189581,0.9155649418474001,1.0,0.0,0.0968642859894449,0.04719011147838278,0.9179122199390145,1.0
PC(22:6/0:0),Lipid,Phosphatidylcholine (PC),0.11668690905440587,0.10489634976736208,0.10021332873667808,0.10100092547946778,0.1060481819249001,0.1010640240275557,0.1029359338830078,0.11433705467355793,0.37500012329031535,0.09685863874345549,0.08811130710849913,0.9129495948565669,1.0,0.0,0.0968642859894449,0.0873193655300513,0.9140028691927468,1.0
PC(22:6/22:6),Lipid,Phosphatidylcholine (PC),0.12274089153180243,0.10037050311722087,0.10714467212062896,0.10184348980017424,0.10242199313905682,0.11980483339014704,0.11888534415172197,0.10634267496883504,0.37500012329031535,0.09685863874345549,0.06455051205489887,0.9141750110078009,1.0,0.0,0.0968642859894449,0.06444348184834443,0.9174053190975805,1.0
PC(22:6/36:4),Lipid,Phosphatidylcholine (PC),0.1244362334270648,0.10506126587196564,0.12079774402134492,0.10131698570977579,0.13299422190525342,0.10681227583522161,0.11048246470163066,0.10179522101976084,0.37500012329031535,0.09685863874345549,0.11856526082721586,0.9094938658051611,0.0,64.01220314136125,0.0968642859894449,0.11840791894760287,0.9120427389758626,0.0
PC(24:0/0:0),Lipid,Phosphatidylcholine (PC),0.10938051172394357,0.10621464904848647,0.12254674522897249,0.1087839387352225,0.1186769528668545,0.11631368233732285,0.12347399979036563,0.10761368154183694,0.37500012329031535,0.09685863874345549,0.0735089209497236,0.9134412327794112,1.0,0.0,0.0968642859894449,0.0739059792850369,0.9158958454836171,1.0
PC(26:0/0:0),Lipid,Phosphatidylcholine (PC),0.1185942599782002,0.09811628421764863,0.11454957101590989,0.09710937873903051,0.12291425650277932,0.11816759944357912,0.12309346974335074,0.11537233310287888,0.37500012329031535,0.09685863874345549,0.10148399185552032,0.910854386616861,0.0,55.735192670157105,0.0968642859894449,0.10098654738298822,0.9136685601069239,0.0
PC(26:1/0:0)_A,Lipid,Phosphatidylcholine (PC),0.11804851532934423,0.09784238228779586,0.11873618574697398,0.09633885657590503,0.1270388839579441,0.11745694560486106,0.12275450228303914,0.12358337411447674,0.37500012329031535,0.09685863874345549,0.1727571224895058,0.9006509448994428,0.0,67.44788691099475,0.0968642859894449,0.17191847794038564,0.9043053993792913,0.0
PC(26:1/0:0)_B,Lipid,Phosphatidylcholine (PC),0.12010561107430567,0.10003434649440279,0.1173842320280932,0.09922797707357973,0.125898630959364,0.11826084304863684,0.12317052651352305,0.11606309812606917,0.37500012329031535,0.09685863874345549,0.1468521046797549,0.9054496792229941,0.0,64.96595392670159,0.0968642859894449,0.14639836569761974,0.9080871531067137,0.0
PC(O-14:0/16:0);PC(O-16:0/14:0),Lipid,Phosphatidylcholine (PC),0.10744073401525166,0.10093154412169351,0.09293102719530587,0.10130662329846819,0.11122457407150488,0.10560603130610713,0.10719769247390001,0.103703081335447,0.37500012329031535,0.09685863874345549,0.03784140277689331,0.9158804084725467,0.0,60.55675078534031,0.0968642859894449,0.03777753608631384,0.918022887625917,0.0
PC(O-16:0/0:0),Lipid,Phosphatidylcholine (PC),0.09739356958551275,0.09417567981645326,0.09345829342434243,0.09365386889556315,0.10043031094403226,0.10065007128701613,0.1058334437214045,0.10686928602605988,0.37500012329031535,0.09685863874345549,0.04725724146584274,0.9155846831638466,0.0,68.63900837696337,0.0968642859894449,0.04917786983074383,0.9173978299333925,0.0
